ID,Date,Zone,Lat,Long,Meter Number,Reason for Over Abstraction,HouseHolds,Type of Housing,Main Pipe Length,Daily Abstraction Avg,Water Kiosks,Car Wash and Hotels,Schools,Churches,Farming,Over Abstraction
12,27/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,3
3,29/10/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,Mt_Pb,79,rentals storied (2 bedroomed plus),2120,59.25,1,2,0,1,2,8
12,29/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_1,125,single family units,960,93.75,0,0,0,0,4,8
6,29/10/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,138,single units rentals,1604,103.5,2,0,1,2,1,8
12,29/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",0,115,single family units,960,86.25,0,0,0,0,4,0
12,31/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,3
1,7/11/2017,park view,0.744511,36.462356,WT-4''-96-4997,Rare_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
2,8/11/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,3
9,8/11/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_1,220,one bedroomed plus,2600,165,2,2,0,0,1,24
1,10/11/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
2,14/11/2017,park view,0.745786,36.463575,WT-4''-96-4969,LK_3,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
6,15/11/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,179,single units rentals,1604,134.25,2,0,1,2,1,8
12,17/11/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_1,125,single family units,960,93.75,0,0,0,0,4,8
12,17/11/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,4
5,21/11/2017,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
8,22/11/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,2
2,23/11/2017,park view,0.745786,36.463575,WT-4''-96-4969,LK_3,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
12,23/11/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,3
1,27/11/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
2,27/11/2017,park view,0.745786,36.463575,WT-4''-96-4969,Mt_Pb,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
2,28/11/2017,park view,0.745786,36.463575,WT-4''-96-4969,LK_2,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
12,28/11/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
8,28/11/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,0,181,Single Units rentals,1710,135.75,0,0,0,3,1,0
6,29/11/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,0,179,single units rentals,1604,134.25,2,0,1,2,1,0
6,30/11/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,138,single units rentals,1604,103.5,2,0,1,2,1,4
3,30/11/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,0,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,0
12,24/11/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
6,24/11/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,259,single units rentals,1604,194.25,2,0,1,2,1,8
