ID,Date,Zone,Lat,Long,Meter Number,Reason for Over Abstraction,HouseHolds,Type of Housing,Main Pipe Length,Daily Abstraction Avg,Water Kiosks,Car Wash and Hotels,Schools,Churches,Farming,Over Abstraction
9,12/11/2015,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Rare_Acts,69,one bedroomed plus,2600,51.75,2,2,0,0,1,8
8,19/11/2015,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,5
7,2/11/2015,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_3,45,single units rentals,3775,33.75,0,0,1,5,1,32
3,9/11/2015,Upper Kayole,0.747153,36.465,WT11-6''-1269,New_Cons,79,rentals storied (2 bedroomed plus),2120,59.25,1,2,0,1,2,8
8,16/11/2015,Lower Kayole,0.748819,36.465983,WT11-6''-2949,LK_3,181,Single Units rentals,1710,135.75,0,0,0,3,1,40
12,18/11/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,1
7,20/11/2015,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_1,45,single units rentals,3775,33.75,0,0,1,5,1,8
12,18/11/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,3
9,25/11/2015,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Rare_Acts,69,one bedroomed plus,2600,51.75,2,2,0,0,1,8
12,20/11/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,3
10,27/11/2015,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
6,2/11/2015,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,138,single units rentals,1604,103.5,2,0,1,2,1,1
12,10/11/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,3
6,11/11/2015,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_2,179,single units rentals,1604,134.25,2,0,1,2,1,24
8,26/11/2015,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,3
6,1/12/2015,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,138,single units rentals,1604,103.5,2,0,1,2,1,1
2,1/12/2015,park view,0.745786,36.463575,WT-4''-96-4969,Htl_Inds,8,mixed family and single rentals,4230,6,0,0,0,0,2,64
12,3/12/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
10,4/12/2015,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,8
2,8/12/2015,park view,0.745786,36.463575,WT-4''-96-4969,Htl_Inds,8,mixed family and single rentals,4230,6,0,0,0,0,2,56
5,9/12/2015,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
12,10/12/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,3
10,11/12/2015,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,3
12,15/12/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
5,16/12/2015,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
2,11/12/2015,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
11,18/12/2015,mirema,0.747003,36.452739,WT11-6-08-07022,Htl_Inds,136,single family units,1230,102,0,0,0,0,4,8
12,18/12/2015,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
12,6/1/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,1
2,4/1/2016,park view,0.745786,36.463575,WT-4''-96-4969,Htl_Inds,8,mixed family and single rentals,4230,6,0,0,0,0,2,1
2,5/1/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,1
7,5/1/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Insts,45,single units rentals,3775,33.75,0,0,1,5,1,8
12,6/1/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,2
12,7/1/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,74,single family units,960,55.5,0,0,0,0,4,2
12,7/1/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,2
12,8/1/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,1
2,11/1/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
12,12/1/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,2
2,12/1/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
2,13/01/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
2,14/01/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
2,15/01/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
2,11/1/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
2,12/1/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
11,12/1/2016,mirema,0.747003,36.452739,WT11-6-08-07022,Insts,69,single family units,1230,51.75,0,0,0,0,4,8
6,12/1/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Insts,179,single units rentals,1604,134.25,2,0,1,2,1,8
2,13/01/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
12,21/01/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,74,single family units,960,55.5,0,0,0,0,4,2
2,28/01/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
2,25/01/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,0
12,26/01/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,1
6,28/01/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,179,single units rentals,1604,134.25,2,0,1,2,1,3
12,5/2/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,74,single family units,960,55.5,0,0,0,0,4,1
11,3/2/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_1,136,single family units,1230,102,0,0,0,0,4,8
1,10/2/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,8
7,11/2/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Other_Acts,45,single units rentals,3775,33.75,0,0,1,5,1,2
3,11/2/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,Mt_Pb,79,rentals storied (2 bedroomed plus),2120,59.25,1,2,0,1,2,8
10,12/2/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,2
6,12/2/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,179,single units rentals,1604,134.25,2,0,1,2,1,8
6,8/2/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,278,single units rentals,1604,208.5,2,0,1,2,1,8
6,9/2/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_1,278,single units rentals,1604,208.5,2,0,1,2,1,8
12,15/02/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,2
12,9/2/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
11,16/02/2016,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,1
12,23/02/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,74,single family units,960,55.5,0,0,0,0,4,8
12,25/02/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Illegal_Abs,115,single family units,960,86.25,0,0,0,0,4,3
9,15/02/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Insts,220,one bedroomed plus,2600,165,2,2,0,0,1,8
9,16/02/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Mt_Pb,220,one bedroomed plus,2600,165,2,2,0,0,1,1
12,17/02/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,1
3,25/02/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,Htl_Inds,79,rentals storied (2 bedroomed plus),2120,59.25,1,2,0,1,2,8
9,1/3/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Other_Acts,181,one bedroomed plus,2600,135.75,2,2,0,0,1,2
10,1/3/2016,mirema,0.746781,36.456256,WT11-6''-12905,Htl_Inds,150,single family units,1455,112.5,0,0,1,2,4,8
5,8/3/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,Htl_Inds,47,mixed rentals and homes,1650,35.25,1,3,1,3,4,3
9,15/03/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Rare_Acts,69,one bedroomed plus,2600,51.75,2,2,0,0,1,8
8,16/03/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,New_Cons,181,Single Units rentals,1710,135.75,0,0,0,3,1,8
10,2/3/2016,mirema,0.746781,36.456256,WT11-6''-12905,LK_3,150,single family units,1455,112.5,0,0,1,2,4,8
11,3/3/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,69,single family units,1230,51.75,0,0,0,0,4,8
6,4/3/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,138,single units rentals,1604,103.5,2,0,1,2,1,3
10,4/3/2016,mirema,0.746781,36.456256,WT11-6''-12905,LK_3,150,single family units,1455,112.5,0,0,1,2,4,40
9,7/3/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_3,69,one bedroomed plus,2600,51.75,2,2,0,0,1,40
7,14/03/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_1,45,single units rentals,3775,33.75,0,0,1,5,1,16
10,21/03/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,16
7,22/03/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_3,45,single units rentals,3775,33.75,0,0,1,5,1,8
6,24/03/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_1,179,single units rentals,1604,134.25,2,0,1,2,1,8
9,24/03/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_2,69,one bedroomed plus,2600,51.75,2,2,0,0,1,8
10,25/03/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
12,25/03/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,1
4,28/03/2016,Upper Kayole,0.748353,36.466414,WT11-06''-12842,LK_3,169,mixed rental storied (2 bedroomed plus) and family units,1750,126.75,0,0,0,0,3,8
1,29/03/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,24
12,30/03/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
12,28/03/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,8
11,28/03/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,69,single family units,1230,51.75,0,0,0,0,4,1
12,29/03/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,8
12,30/03/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,16
1,30/03/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,3
4,17/03/2016,Upper Kayole,0.748353,36.466414,WT11-06''-12842,LK_3,169,mixed rental storied (2 bedroomed plus) and family units,1750,126.75,0,0,0,0,3,16
12,18/03/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,2
6,25/03/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,138,single units rentals,1604,103.5,2,0,1,2,1,3
12,28/03/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,1
8,6/4/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,1
12,13/04/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,1
7,12/4/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Other_Acts,45,single units rentals,3775,33.75,0,0,1,5,1,1
11,13/04/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,24
7,14/04/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Mt_Pb,45,single units rentals,3775,33.75,0,0,1,5,1,1
12,15/04/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,2
10,15/04/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
1,6/4/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,24
8,8/4/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,3
11,8/4/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,8
8,22/04/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,1
6,29/04/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,138,single units rentals,1604,103.5,2,0,1,2,1,8
10,29/04/2016,mirema,0.746781,36.456256,WT11-6''-12905,Htl_Inds,150,single family units,1455,112.5,0,0,1,2,4,56
6,26/04/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Htl_Inds,179,single units rentals,1604,134.25,2,0,1,2,1,8
7,27/04/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_3,45,single units rentals,3775,33.75,0,0,1,5,1,24
7,27/04/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Htl_Inds,268,single units rentals,3775,201,0,0,1,5,1,8
6,28/04/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,179,single units rentals,1604,134.25,2,0,1,2,1,16
6,4/5/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,179,single units rentals,1604,134.25,2,0,1,2,1,8
7,5/5/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Other_Acts,45,single units rentals,3775,33.75,0,0,1,5,1,2
7,2/5/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Other_Acts,45,single units rentals,3775,33.75,0,0,1,5,1,1
1,3/5/2016,park view,0.744511,36.462356,WT-4''-96-4997,Insts,69,single family units,3480,51.75,2,1,0,2,3,8
12,3/5/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Htl_Inds,115,single family units,960,86.25,0,0,0,0,4,8
12,11/5/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_2,74,single family units,960,55.5,0,0,0,0,4,4
7,9/5/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Other_Acts,45,single units rentals,3775,33.75,0,0,1,5,1,2
1,10/5/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,1
6,4/5/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,179,single units rentals,1604,134.25,2,0,1,2,1,24
4,11/5/2016,Upper Kayole,0.748353,36.466414,WT11-06''-12842,0,169,mixed rental storied (2 bedroomed plus) and family units,1750,126.75,0,0,0,0,3,0
9,18/05/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,0,220,one bedroomed plus,2600,165,2,2,0,0,1,0
7,25/05/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,0,268,single units rentals,3775,201,0,0,1,5,1,0
6,25/05/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,0,278,single units rentals,1604,208.5,2,0,1,2,1,0
1,24/05/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,1
5,27/05/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
11,6/6/2016,mirema,0.747003,36.452739,WT11-6-08-07022,Htl_Inds,136,single family units,1230,102,0,0,0,0,4,8
5,13/06/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
11,14/06/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,24
8,16/06/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,4
11,17/06/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,8
1,13/06/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,8
7,20/06/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Mt_Pb,45,single units rentals,3775,33.75,0,0,1,5,1,4
11,27/06/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,8
7,9/6/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,New_Cons,268,single units rentals,3775,201,0,0,1,5,1,8
1,10/6/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,2
7,20/06/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Other_Acts,179,single units rentals,3775,134.25,0,0,1,5,1,2
12,30/06/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,115,single family units,960,86.25,0,0,0,0,4,2
7,5/7/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Htl_Inds,45,single units rentals,3775,33.75,0,0,1,5,1,16
2,8/7/2016,park view,0.745786,36.463575,WT-4''-96-4969,LK_1,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
2,8/7/2016,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,4
9,12/7/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Other_Acts,220,one bedroomed plus,2600,165,2,2,0,0,1,8
11,14/07/2016,mirema,0.747003,36.452739,WT11-6-08-07022,Insts,69,single family units,1230,51.75,0,0,0,0,4,8
7,15/07/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Illegal_Abs,45,single units rentals,3775,33.75,0,0,1,5,1,2
9,18/07/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_1,220,one bedroomed plus,2600,165,2,2,0,0,1,8
9,19/07/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_1,220,one bedroomed plus,2600,165,2,2,0,0,1,8
5,18/07/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,Illegal_Abs,47,mixed rentals and homes,1650,35.25,1,3,1,3,4,3
5,19/07/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
6,20/07/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,179,single units rentals,1604,134.25,2,0,1,2,1,8
1,21/07/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,8
6,11/7/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Htl_Inds,179,single units rentals,1604,134.25,2,0,1,2,1,32
6,14/07/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Htl_Inds,179,single units rentals,1604,134.25,2,0,1,2,1,8
10,21/07/2016,mirema,0.746781,36.456256,WT11-6''-12905,0,150,single family units,1455,112.5,0,0,1,2,4,0
6,4/8/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Htl_Inds,179,single units rentals,1604,134.25,2,0,1,2,1,8
5,11/8/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,Htl_Inds,47,mixed rentals and homes,1650,35.25,1,3,1,3,4,3
6,7/8/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,179,single units rentals,1604,134.25,2,0,1,2,1,1
4,8/8/2016,Upper Kayole,0.748353,36.466414,WT11-06''-12842,Insts,118,mixed rental storied (2 bedroomed plus) and family units,1750,88.5,0,0,0,0,3,8
12,10/8/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,190,single family units,960,142.5,0,0,0,0,4,1
12,10/8/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,190,single family units,960,142.5,0,0,0,0,4,2
10,11/8/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
6,8/8/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,179,single units rentals,1604,134.25,2,0,1,2,1,4
6,9/8/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,138,single units rentals,1604,103.5,2,0,1,2,1,1
7,10/8/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_3,158,single units rentals,3775,118.5,0,0,1,5,1,8
11,10/8/2016,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,1
6,14/08/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Illegal_Abs,138,single units rentals,1604,103.5,2,0,1,2,1,2
5,8/8/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,LK_2,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
12,30/08/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_1,74,single family units,960,55.5,0,0,0,0,4,8
1,5/9/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,8
1,9/9/2016,park view,0.744511,36.462356,WT-4''-96-4997,Mt_Pb,69,single family units,3480,51.75,2,1,0,2,3,3
6,7/9/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Htl_Inds,179,single units rentals,1604,134.25,2,0,1,2,1,24
3,8/9/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,0,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,0
11,12/9/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,16
8,13/09/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,3
4,13/09/2016,Upper Kayole,0.748353,36.466414,WT11-06''-12842,0,121,mixed rental storied (2 bedroomed plus) and family units,1750,90.75,0,0,0,0,3,0
9,13/09/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,0,181,one bedroomed plus,2600,135.75,2,2,0,0,1,0
1,14/09/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,8
11,14/09/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,32
1,15/09/2016,park view,0.744511,36.462356,WT-4''-96-4997,Mt_Pb,69,single family units,3480,51.75,2,1,0,2,3,1
8,16/09/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,4
10,16/09/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
3,14/09/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,Other_Acts,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,8
3,15/09/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,0,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,0
8,16/09/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,3
8,26/09/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,LK_2,181,Single Units rentals,1710,135.75,0,0,0,3,1,40
1,26/09/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,8
6,5/10/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,179,single units rentals,1604,134.25,2,0,1,2,1,8
6,5/10/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,179,single units rentals,1604,134.25,2,0,1,2,1,8
6,6/10/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,179,single units rentals,1604,134.25,2,0,1,2,1,8
6,6/10/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,0,138,single units rentals,1604,103.5,2,0,1,2,1,0
11,12/10/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_1,69,single family units,1230,51.75,0,0,0,0,4,8
2,12/10/2016,park view,0.745786,36.463575,WT-4''-96-4969,LK_2,8,mixed family and single rentals,4230,6,0,0,0,0,2,3
6,12/10/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,259,single units rentals,1604,194.25,2,0,1,2,1,8
1,14/10/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
11,14/10/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_1,69,single family units,1230,51.75,0,0,0,0,4,64
